Transition, Time (secs), Satisfiable
transition__S04__a__S01__mediante_met_reject,0.022,true
transition__S05__a__S02__mediante_met_reject,0.008,false
transition__S04__a__S02__mediante_met_reject,0.008,false
transition__S05__a__S03__mediante_met_reject,0.008,false
transition__S04__a__S03__mediante_met_reject,0.01,false
transition__S05__a__S04__mediante_met_reject,0.01,false
transition__S05__a__S05__mediante_met_reject,0.012,false
transition__S04__a__S04__mediante_met_reject,0.012,false
transition__S05__a__S06__mediante_met_reject,0.008,false
transition__S04__a__S05__mediante_met_reject,0.008,false
transition__S05__a__S07__mediante_met_reject,0.01,false
transition__S04__a__S06__mediante_met_reject,0.01,false
transition__S05__a__S08__mediante_met_reject,0.01,false
transition__S04__a__S07__mediante_met_reject,0.01,false
transition__S04__a__S08__mediante_met_reject,0.013,false
transition__S05__a__S09__mediante_met_reject,0.013,false
transition__S05__a__S10__mediante_met_reject,0.005,false
transition__S04__a__S09__mediante_met_reject,0.005,false
transition__S04__a__S10__mediante_met_reject,0.015,false
transition__S06__a__S01__mediante_met_reject,0.023,true
transition__S01__a__S01__mediante_met_accept,0.007,false
transition__S06__a__S02__mediante_met_reject,0.007,false
transition__S01__a__S02__mediante_met_accept,0.007,false
transition__S06__a__S03__mediante_met_reject,0.01,false
transition__S01__a__S03__mediante_met_accept,0.01,false
transition__S06__a__S04__mediante_met_reject,0.01,false
transition__S01__a__S04__mediante_met_accept,0.016,false
transition__S06__a__S05__mediante_met_reject,0.01,false
transition__S01__a__S05__mediante_met_accept,0.004,false
transition__S06__a__S06__mediante_met_reject,0.012,false
transition__S01__a__S06__mediante_met_accept,0.016,false
transition__S06__a__S07__mediante_met_reject,0.01,false
transition__S01__a__S07__mediante_met_accept,0.011,false
transition__S06__a__S08__mediante_met_reject,0.01,false
transition__S01__a__S08__mediante_met_accept,0.015,false
transition__S06__a__S09__mediante_met_reject,0.009,false
transition__S06__a__S10__mediante_met_reject,0.012,false
transition__S01__a__S09__mediante_met_accept,0.012,false
transition__S07__a__S01__mediante_met_reject,0.015,false
transition__S01__a__S10__mediante_met_accept,0.012,false
transition__S07__a__S02__mediante_met_reject,0.01,false
transition__S02__a__S01__mediante_met_accept,0.01,false
transition__S07__a__S03__mediante_met_reject,0.01,false
transition__S02__a__S02__mediante_met_accept,0.012,false
transition__S07__a__S04__mediante_met_reject,0.014,false
transition__S02__a__S03__mediante_met_accept,0.013,false
transition__S02__a__S04__mediante_met_accept,0.011,false
transition__S07__a__S05__mediante_met_reject,0.015,false
transition__S07__a__S06__mediante_met_reject,0.012,false
transition__S02__a__S05__mediante_met_accept,0.014,false
transition__S07__a__S07__mediante_met_reject,0.009,false
transition__S02__a__S06__mediante_met_accept,0.013,false
transition__S07__a__S08__mediante_met_reject,0.008,false
transition__S02__a__S07__mediante_met_accept,0.006,false
transition__S07__a__S09__mediante_met_reject,0.02,false
transition__S02__a__S08__mediante_met_accept,0.02,false
transition__S07__a__S10__mediante_met_reject,0.017,false
transition__S02__a__S09__mediante_met_accept,0.019,false
transition__S02__a__S10__mediante_met_accept,0.015,false
transition__S08__a__S01__mediante_met_reject,0.021,true
transition__S03__a__S01__mediante_met_accept,0.01,false
transition__S08__a__S02__mediante_met_reject,0.006,false
transition__S03__a__S02__mediante_met_accept,0.008,false
transition__S08__a__S03__mediante_met_reject,0.016,false
transition__S03__a__S03__mediante_met_accept,0.017,false
transition__S08__a__S04__mediante_met_reject,0.01,false
transition__S03__a__S04__mediante_met_accept,0.009,false
transition__S08__a__S05__mediante_met_reject,0.012,false
transition__S03__a__S05__mediante_met_accept,0.014,false
transition__S08__a__S06__mediante_met_reject,0.014,false
transition__S03__a__S06__mediante_met_accept,0.014,false
transition__S08__a__S07__mediante_met_reject,0.013,false
transition__S03__a__S07__mediante_met_accept,0.014,false
transition__S08__a__S08__mediante_met_reject,0.013,false
transition__S08__a__S09__mediante_met_reject,0.007,false
transition__S03__a__S08__mediante_met_accept,0.01,false
transition__S03__a__S09__mediante_met_accept,0.01,false
transition__S08__a__S10__mediante_met_reject,0.016,false
transition__S09__a__S01__mediante_met_reject,0.01,false
transition__S03__a__S10__mediante_met_accept,0.014,false
transition__S09__a__S02__mediante_met_reject,0.01,false
transition__S04__a__S01__mediante_met_accept,0.01,false
transition__S09__a__S03__mediante_met_reject,0.005,false
transition__S04__a__S02__mediante_met_accept,0.01,false
transition__S09__a__S04__mediante_met_reject,0.016,false
transition__S04__a__S03__mediante_met_accept,0.01,false
transition__S09__a__S05__mediante_met_reject,0.011,false
transition__S04__a__S04__mediante_met_accept,0.008,false
transition__S09__a__S06__mediante_met_reject,0.011,false
transition__S04__a__S05__mediante_met_accept,0.012,false
transition__S09__a__S07__mediante_met_reject,0.01,false
transition__S04__a__S06__mediante_met_accept,0.01,false
transition__S09__a__S08__mediante_met_reject,0.008,false
transition__S04__a__S07__mediante_met_accept,0.008,false
transition__S09__a__S09__mediante_met_reject,0.012,false
transition__S04__a__S08__mediante_met_accept,0.017,false
transition__S09__a__S10__mediante_met_reject,0.01,false
transition__S04__a__S09__mediante_met_accept,0.006,false
transition__S05__a__S01__mediante_met_accept,0.013,false
transition__S04__a__S10__mediante_met_accept,0.008,false
transition__S05__a__S02__mediante_met_accept,0.015,false
transition__S01__a__S01__mediante_met_modifyOffer,0.015,false
transition__S01__a__S02__mediante_met_modifyOffer,0.007,false
transition__S05__a__S03__mediante_met_accept,0.007,false
transition__S01__a__S03__mediante_met_modifyOffer,0.007,false
transition__S05__a__S04__mediante_met_accept,0.007,false
transition__S01__a__S04__mediante_met_modifyOffer,0.007,false
transition__S05__a__S05__mediante_met_accept,0.007,false
transition__S01__a__S05__mediante_met_modifyOffer,0.01,false
transition__S05__a__S06__mediante_met_accept,0.01,false
transition__S01__a__S06__mediante_met_modifyOffer,0.01,false
transition__S05__a__S07__mediante_met_accept,0.008,false
transition__S01__a__S07__mediante_met_modifyOffer,0.0,false
transition__S05__a__S08__mediante_met_accept,0.0,false
transition__S05__a__S09__mediante_met_accept,0.017,false
transition__S01__a__S08__mediante_met_modifyOffer,0.019,false
transition__S01__a__S09__mediante_met_modifyOffer,0.009,false
transition__S05__a__S10__mediante_met_accept,0.009,false
transition__S01__a__S10__mediante_met_modifyOffer,0.01,false
transition__S06__a__S01__mediante_met_accept,0.013,false
transition__S06__a__S02__mediante_met_accept,0.009,false
transition__S02__a__S01__mediante_met_modifyOffer,0.013,false
transition__S06__a__S03__mediante_met_accept,0.009,false
transition__S02__a__S02__mediante_met_modifyOffer,0.015,true
transition__S06__a__S04__mediante_met_accept,0.01,false
transition__S02__a__S03__mediante_met_modifyOffer,0.012,false
transition__S06__a__S05__mediante_met_accept,0.011,false
transition__S02__a__S04__mediante_met_modifyOffer,0.007,false
transition__S06__a__S06__mediante_met_accept,0.009,false
transition__S02__a__S05__mediante_met_modifyOffer,0.005,false
transition__S02__a__S06__mediante_met_modifyOffer,0.016,false
transition__S06__a__S07__mediante_met_accept,0.019,true
transition__S02__a__S07__mediante_met_modifyOffer,0.009,false
transition__S06__a__S08__mediante_met_accept,0.016,true
transition__S02__a__S08__mediante_met_modifyOffer,0.01,false
transition__S02__a__S09__mediante_met_modifyOffer,0.008,false
transition__S06__a__S09__mediante_met_accept,0.008,false
transition__S02__a__S10__mediante_met_modifyOffer,0.006,false
transition__S06__a__S10__mediante_met_accept,0.006,false
transition__S03__a__S01__mediante_met_modifyOffer,0.009,false
transition__S07__a__S01__mediante_met_accept,0.009,false
transition__S03__a__S02__mediante_met_modifyOffer,0.01,false
transition__S07__a__S02__mediante_met_accept,0.01,false
transition__S03__a__S03__mediante_met_modifyOffer,0.01,false
transition__S07__a__S03__mediante_met_accept,0.01,false
transition__S03__a__S04__mediante_met_modifyOffer,0.01,false
transition__S07__a__S04__mediante_met_accept,0.01,false
transition__S03__a__S05__mediante_met_modifyOffer,0.009,false
transition__S07__a__S05__mediante_met_accept,0.009,false
transition__S03__a__S06__mediante_met_modifyOffer,0.011,false
transition__S07__a__S06__mediante_met_accept,0.011,false
transition__S03__a__S07__mediante_met_modifyOffer,0.0,false
transition__S07__a__S07__mediante_met_accept,0.0,false
transition__S03__a__S08__mediante_met_modifyOffer,0.01,false
transition__S07__a__S08__mediante_met_accept,0.015,false
transition__S03__a__S09__mediante_met_modifyOffer,0.008,false
transition__S07__a__S09__mediante_met_accept,0.015,true
transition__S03__a__S10__mediante_met_modifyOffer,0.011,false
transition__S04__a__S01__mediante_met_modifyOffer,0.0,false
transition__S07__a__S10__mediante_met_accept,0.0,false
transition__S04__a__S02__mediante_met_modifyOffer,0.012,false
transition__S08__a__S01__mediante_met_accept,0.015,false
transition__S08__a__S02__mediante_met_accept,0.002,false
transition__S04__a__S03__mediante_met_modifyOffer,0.006,false
transition__S08__a__S03__mediante_met_accept,0.01,false
transition__S04__a__S04__mediante_met_modifyOffer,0.016,false
transition__S08__a__S04__mediante_met_accept,0.013,false
transition__S04__a__S05__mediante_met_modifyOffer,0.01,false
transition__S08__a__S05__mediante_met_accept,0.012,false
transition__S04__a__S06__mediante_met_modifyOffer,0.008,false
transition__S08__a__S06__mediante_met_accept,0.008,false
transition__S04__a__S07__mediante_met_modifyOffer,0.008,false
transition__S04__a__S08__mediante_met_modifyOffer,0.01,false
transition__S08__a__S07__mediante_met_accept,0.01,false
transition__S08__a__S08__mediante_met_accept,0.009,false
transition__S04__a__S09__mediante_met_modifyOffer,0.009,false
transition__S04__a__S10__mediante_met_modifyOffer,0.006,false
transition__S08__a__S09__mediante_met_accept,0.016,true
transition__S01__a__S01__mediante_met_rescindOffer,0.012,false
transition__S08__a__S10__mediante_met_accept,0.007,false
transition__S01__a__S02__mediante_met_rescindOffer,0.009,false
transition__S09__a__S01__mediante_met_accept,0.01,false
transition__S01__a__S03__mediante_met_rescindOffer,0.008,false
transition__S09__a__S02__mediante_met_accept,0.007,false
transition__S01__a__S04__mediante_met_rescindOffer,0.006,false
transition__S09__a__S03__mediante_met_accept,0.005,false
transition__S01__a__S05__mediante_met_rescindOffer,0.005,false
transition__S01__a__S06__mediante_met_rescindOffer,0.01,false
transition__S09__a__S04__mediante_met_accept,0.01,false
transition__S01__a__S07__mediante_met_rescindOffer,0.006,false
transition__S09__a__S05__mediante_met_accept,0.006,false
transition__S01__a__S08__mediante_met_rescindOffer,0.008,false
transition__S09__a__S06__mediante_met_accept,0.01,false
transition__S01__a__S09__mediante_met_rescindOffer,0.006,false
transition__S09__a__S07__mediante_met_accept,0.009,false
transition__S01__a__S10__mediante_met_rescindOffer,0.007,false
transition__S09__a__S08__mediante_met_accept,0.007,false
transition__S02__a__S01__mediante_met_rescindOffer,0.01,true
transition__S09__a__S09__mediante_met_accept,0.009,false
transition__S09__a__S10__mediante_met_accept,0.005,false
transition__S02__a__S02__mediante_met_rescindOffer,0.005,false
transition__S05__a__S01__mediante_met_modifyOffer,0.01,false
transition__S02__a__S03__mediante_met_rescindOffer,0.01,false
transition__S02__a__S04__mediante_met_rescindOffer,0.01,false
transition__S05__a__S02__mediante_met_modifyOffer,0.01,false
transition__S02__a__S05__mediante_met_rescindOffer,0.007,false
transition__S05__a__S03__mediante_met_modifyOffer,0.009,false
transition__S02__a__S06__mediante_met_rescindOffer,0.007,false
transition__S05__a__S04__mediante_met_modifyOffer,0.009,false
transition__S02__a__S07__mediante_met_rescindOffer,0.008,false
transition__S05__a__S05__mediante_met_modifyOffer,0.008,false
transition__S02__a__S08__mediante_met_rescindOffer,0.009,false
transition__S05__a__S06__mediante_met_modifyOffer,0.006,false
transition__S02__a__S09__mediante_met_rescindOffer,0.008,false
transition__S05__a__S07__mediante_met_modifyOffer,0.008,false
transition__S05__a__S08__mediante_met_modifyOffer,0.0,false
transition__S02__a__S10__mediante_met_rescindOffer,0.01,false
transition__S05__a__S09__mediante_met_modifyOffer,0.004,false
transition__S05__a__S10__mediante_met_modifyOffer,0.011,false
transition__S03__a__S01__mediante_met_rescindOffer,0.017,true
transition__S06__a__S01__mediante_met_modifyOffer,0.007,false
transition__S03__a__S02__mediante_met_rescindOffer,0.009,false
transition__S06__a__S02__mediante_met_modifyOffer,0.01,false
transition__S03__a__S03__mediante_met_rescindOffer,0.008,false
transition__S06__a__S03__mediante_met_modifyOffer,0.008,false
transition__S03__a__S04__mediante_met_rescindOffer,0.007,false
transition__S06__a__S04__mediante_met_modifyOffer,0.008,false
transition__S03__a__S05__mediante_met_rescindOffer,0.007,false
transition__S06__a__S05__mediante_met_modifyOffer,0.002,false
transition__S03__a__S06__mediante_met_rescindOffer,0.0,false
transition__S06__a__S06__mediante_met_modifyOffer,0.001,false
transition__S03__a__S07__mediante_met_rescindOffer,0.001,false
transition__S06__a__S07__mediante_met_modifyOffer,0.017,false
transition__S03__a__S08__mediante_met_rescindOffer,0.019,false
transition__S03__a__S09__mediante_met_rescindOffer,0.007,false
transition__S06__a__S08__mediante_met_modifyOffer,0.009,false
transition__S03__a__S10__mediante_met_rescindOffer,0.007,false
transition__S06__a__S09__mediante_met_modifyOffer,0.006,false
transition__S06__a__S10__mediante_met_modifyOffer,0.009,false
transition__S04__a__S01__mediante_met_rescindOffer,0.017,true
transition__S07__a__S01__mediante_met_modifyOffer,0.008,false
transition__S04__a__S02__mediante_met_rescindOffer,0.01,false
transition__S07__a__S02__mediante_met_modifyOffer,0.014,false
transition__S04__a__S03__mediante_met_rescindOffer,0.01,false
transition__S07__a__S03__mediante_met_modifyOffer,0.009,false
transition__S04__a__S04__mediante_met_rescindOffer,0.01,false
transition__S07__a__S04__mediante_met_modifyOffer,0.008,false
transition__S04__a__S05__mediante_met_rescindOffer,0.008,false
transition__S07__a__S05__mediante_met_modifyOffer,0.007,false
transition__S04__a__S06__mediante_met_rescindOffer,0.009,false
transition__S07__a__S06__mediante_met_modifyOffer,0.01,false
transition__S04__a__S07__mediante_met_rescindOffer,0.006,false
transition__S07__a__S07__mediante_met_modifyOffer,0.008,false
transition__S04__a__S08__mediante_met_rescindOffer,0.008,false
transition__S07__a__S08__mediante_met_modifyOffer,0.006,false
transition__S07__a__S09__mediante_met_modifyOffer,0.007,false
transition__S04__a__S09__mediante_met_rescindOffer,0.009,false
transition__S07__a__S10__mediante_met_modifyOffer,0.001,false
transition__S04__a__S10__mediante_met_rescindOffer,0.001,false
transition__S01__a__S01__mediante_met_markAppraised,0.0,false
transition__S08__a__S01__mediante_met_modifyOffer,0.015,false
transition__S08__a__S02__mediante_met_modifyOffer,0.005,false
transition__S01__a__S02__mediante_met_markAppraised,0.015,false
transition__S08__a__S03__mediante_met_modifyOffer,0.004,false
transition__S01__a__S03__mediante_met_markAppraised,0.009,false
transition__S08__a__S04__mediante_met_modifyOffer,0.01,false
transition__S01__a__S04__mediante_met_markAppraised,0.005,false
transition__S01__a__S05__mediante_met_markAppraised,0.007,false
transition__S08__a__S05__mediante_met_modifyOffer,0.007,false
transition__S01__a__S06__mediante_met_markAppraised,0.006,false
transition__S08__a__S06__mediante_met_modifyOffer,0.006,false
transition__S01__a__S07__mediante_met_markAppraised,0.007,false
transition__S08__a__S07__mediante_met_modifyOffer,0.007,false
transition__S08__a__S08__mediante_met_modifyOffer,0.008,false
transition__S01__a__S08__mediante_met_markAppraised,0.008,false
transition__S08__a__S09__mediante_met_modifyOffer,0.0,false
transition__S01__a__S09__mediante_met_markAppraised,0.0,false
transition__S01__a__S10__mediante_met_markAppraised,0.002,false
transition__S08__a__S10__mediante_met_modifyOffer,0.01,false
transition__S02__a__S01__mediante_met_markAppraised,0.007,false
transition__S09__a__S01__mediante_met_modifyOffer,0.007,false
transition__S02__a__S02__mediante_met_markAppraised,0.01,false
transition__S09__a__S02__mediante_met_modifyOffer,0.011,false
transition__S02__a__S03__mediante_met_markAppraised,0.007,false
transition__S09__a__S03__mediante_met_modifyOffer,0.007,false
transition__S09__a__S04__mediante_met_modifyOffer,0.009,false
transition__S02__a__S04__mediante_met_markAppraised,0.009,false
transition__S09__a__S05__mediante_met_modifyOffer,0.005,false
transition__S02__a__S05__mediante_met_markAppraised,0.006,false
transition__S09__a__S06__mediante_met_modifyOffer,0.0,false
transition__S02__a__S06__mediante_met_markAppraised,0.0,false
transition__S09__a__S07__mediante_met_modifyOffer,0.01,false
transition__S02__a__S07__mediante_met_markAppraised,0.01,false
transition__S09__a__S08__mediante_met_modifyOffer,0.006,false
transition__S02__a__S08__mediante_met_markAppraised,0.006,false
transition__S09__a__S09__mediante_met_modifyOffer,0.007,false
transition__S02__a__S09__mediante_met_markAppraised,0.01,false
transition__S09__a__S10__mediante_met_modifyOffer,0.007,false
transition__S02__a__S10__mediante_met_markAppraised,0.006,false
transition__S03__a__S01__mediante_met_markAppraised,0.003,false
transition__S05__a__S01__mediante_met_rescindOffer,0.011,true
transition__S03__a__S02__mediante_met_markAppraised,0.01,false
transition__S05__a__S02__mediante_met_rescindOffer,0.002,false
transition__S03__a__S03__mediante_met_markAppraised,0.01,false
transition__S05__a__S03__mediante_met_rescindOffer,0.013,false
transition__S03__a__S04__mediante_met_markAppraised,0.009,false
transition__S05__a__S04__mediante_met_rescindOffer,0.009,false
transition__S05__a__S05__mediante_met_rescindOffer,0.008,false
transition__S03__a__S05__mediante_met_markAppraised,0.012,true
transition__S05__a__S06__mediante_met_rescindOffer,0.004,false
transition__S03__a__S06__mediante_met_markAppraised,0.003,false
transition__S05__a__S07__mediante_met_rescindOffer,0.01,false
transition__S03__a__S07__mediante_met_markAppraised,0.01,false
transition__S05__a__S08__mediante_met_rescindOffer,0.007,false
transition__S03__a__S08__mediante_met_markAppraised,0.007,false
transition__S05__a__S09__mediante_met_rescindOffer,0.009,false
transition__S03__a__S09__mediante_met_markAppraised,0.009,false
transition__S03__a__S10__mediante_met_markAppraised,0.008,false
transition__S05__a__S10__mediante_met_rescindOffer,0.008,false
transition__S04__a__S01__mediante_met_markAppraised,0.0,false
transition__S06__a__S01__mediante_met_rescindOffer,0.012,true
transition__S04__a__S02__mediante_met_markAppraised,0.013,false
transition__S06__a__S02__mediante_met_rescindOffer,0.006,false
transition__S04__a__S03__mediante_met_markAppraised,0.006,false
transition__S06__a__S03__mediante_met_rescindOffer,0.008,false
transition__S04__a__S04__mediante_met_markAppraised,0.01,false
transition__S04__a__S05__mediante_met_markAppraised,0.007,false
transition__S06__a__S04__mediante_met_rescindOffer,0.009,false
transition__S06__a__S05__mediante_met_rescindOffer,0.009,false
transition__S04__a__S06__mediante_met_markAppraised,0.011,true
transition__S06__a__S06__mediante_met_rescindOffer,0.006,false
transition__S04__a__S07__mediante_met_markAppraised,0.01,false
transition__S06__a__S07__mediante_met_rescindOffer,0.008,false
transition__S04__a__S08__mediante_met_markAppraised,0.007,false
transition__S06__a__S08__mediante_met_rescindOffer,0.005,false
transition__S04__a__S09__mediante_met_markAppraised,0.005,false
transition__S06__a__S09__mediante_met_rescindOffer,0.005,false
transition__S04__a__S10__mediante_met_markAppraised,0.01,false
transition__S06__a__S10__mediante_met_rescindOffer,0.01,false
transition__S01__a__S01__mediante_met_markInspected,0.0,false
transition__S01__a__S02__mediante_met_markInspected,0.015,false
transition__S07__a__S01__mediante_met_rescindOffer,0.017,true
transition__S07__a__S02__mediante_met_rescindOffer,0.007,false
transition__S01__a__S03__mediante_met_markInspected,0.01,false
transition__S01__a__S04__mediante_met_markInspected,0.007,false
transition__S07__a__S03__mediante_met_rescindOffer,0.009,false
transition__S07__a__S04__mediante_met_rescindOffer,0.009,false
transition__S01__a__S05__mediante_met_markInspected,0.009,false
transition__S01__a__S06__mediante_met_markInspected,0.006,false
transition__S07__a__S05__mediante_met_rescindOffer,0.007,false
transition__S01__a__S07__mediante_met_markInspected,0.009,false
transition__S07__a__S06__mediante_met_rescindOffer,0.011,false
transition__S01__a__S08__mediante_met_markInspected,0.007,false
transition__S07__a__S07__mediante_met_rescindOffer,0.007,false
transition__S01__a__S09__mediante_met_markInspected,0.007,false
transition__S07__a__S08__mediante_met_rescindOffer,0.007,false
transition__S01__a__S10__mediante_met_markInspected,0.007,false
transition__S07__a__S09__mediante_met_rescindOffer,0.008,false
transition__S07__a__S10__mediante_met_rescindOffer,0.005,false
transition__S02__a__S01__mediante_met_markInspected,0.008,false
transition__S02__a__S02__mediante_met_markInspected,0.007,false
transition__S08__a__S01__mediante_met_rescindOffer,0.007,false
transition__S02__a__S03__mediante_met_markInspected,0.01,false
transition__S08__a__S02__mediante_met_rescindOffer,0.012,false
transition__S02__a__S04__mediante_met_markInspected,0.005,false
transition__S08__a__S03__mediante_met_rescindOffer,0.003,false
transition__S08__a__S04__mediante_met_rescindOffer,0.01,false
transition__S02__a__S05__mediante_met_markInspected,0.01,false
transition__S08__a__S05__mediante_met_rescindOffer,0.007,false
transition__S02__a__S06__mediante_met_markInspected,0.007,false
transition__S08__a__S06__mediante_met_rescindOffer,0.0,false
transition__S02__a__S07__mediante_met_markInspected,0.013,false
transition__S08__a__S07__mediante_met_rescindOffer,0.017,false
transition__S02__a__S08__mediante_met_markInspected,0.01,false
transition__S08__a__S08__mediante_met_rescindOffer,0.007,false
transition__S02__a__S09__mediante_met_markInspected,0.007,false
transition__S08__a__S09__mediante_met_rescindOffer,0.009,false
transition__S02__a__S10__mediante_met_markInspected,0.004,false
transition__S08__a__S10__mediante_met_rescindOffer,0.006,false
transition__S03__a__S01__mediante_met_markInspected,0.013,false
transition__S09__a__S01__mediante_met_rescindOffer,0.008,false
transition__S03__a__S02__mediante_met_markInspected,0.007,false
transition__S09__a__S02__mediante_met_rescindOffer,0.009,false
transition__S03__a__S03__mediante_met_markInspected,0.006,false
transition__S09__a__S03__mediante_met_rescindOffer,0.003,false
transition__S09__a__S04__mediante_met_rescindOffer,0.01,false
transition__S03__a__S04__mediante_met_markInspected,0.013,true
transition__S09__a__S05__mediante_met_rescindOffer,0.01,false
transition__S03__a__S05__mediante_met_markInspected,0.007,false
transition__S09__a__S06__mediante_met_rescindOffer,0.008,false
transition__S03__a__S06__mediante_met_markInspected,0.01,false
transition__S09__a__S07__mediante_met_rescindOffer,0.007,false
transition__S03__a__S07__mediante_met_markInspected,0.007,false
transition__S09__a__S08__mediante_met_rescindOffer,0.004,false
transition__S03__a__S08__mediante_met_markInspected,0.006,false
transition__S09__a__S09__mediante_met_rescindOffer,0.004,false
transition__S03__a__S09__mediante_met_markInspected,0.006,false
transition__S09__a__S10__mediante_met_rescindOffer,0.0,false
transition__S03__a__S10__mediante_met_markInspected,0.01,false
transition__S05__a__S01__mediante_met_markAppraised,0.01,false
transition__S04__a__S01__mediante_met_markInspected,0.0,false
transition__S05__a__S02__mediante_met_markAppraised,0.016,false
transition__S04__a__S02__mediante_met_markInspected,0.008,false
transition__S05__a__S03__mediante_met_markAppraised,0.006,false
transition__S04__a__S03__mediante_met_markInspected,0.008,false
transition__S05__a__S04__mediante_met_markAppraised,0.008,false
transition__S04__a__S04__mediante_met_markInspected,0.011,false
transition__S05__a__S05__mediante_met_markAppraised,0.009,false
transition__S04__a__S05__mediante_met_markInspected,0.008,false
transition__S05__a__S06__mediante_met_markAppraised,0.006,false
transition__S05__a__S07__mediante_met_markAppraised,0.005,false
transition__S04__a__S06__mediante_met_markInspected,0.008,false
transition__S04__a__S07__mediante_met_markInspected,0.006,false
transition__S05__a__S08__mediante_met_markAppraised,0.006,false
transition__S04__a__S08__mediante_met_markInspected,0.01,false
transition__S05__a__S09__mediante_met_markAppraised,0.014,false
transition__S04__a__S09__mediante_met_markInspected,0.01,false
transition__S05__a__S10__mediante_met_markAppraised,0.005,false
transition__S04__a__S10__mediante_met_markInspected,0.0,false
transition__S06__a__S01__mediante_met_markAppraised,0.013,false
transition__S06__a__S02__mediante_met_markAppraised,0.009,false
transition__S06__a__S03__mediante_met_markAppraised,0.012,false
transition__S06__a__S04__mediante_met_markAppraised,0.007,false
transition__S06__a__S05__mediante_met_markAppraised,0.009,false
transition__S06__a__S06__mediante_met_markAppraised,0.007,false
transition__S06__a__S07__mediante_met_markAppraised,0.008,false
transition__S06__a__S08__mediante_met_markAppraised,0.005,false
transition__S06__a__S09__mediante_met_markAppraised,0.009,false
transition__S06__a__S10__mediante_met_markAppraised,0.006,false
transition__S07__a__S01__mediante_met_markAppraised,0.003,false
transition__S07__a__S02__mediante_met_markAppraised,0.012,false
transition__S07__a__S03__mediante_met_markAppraised,0.008,false
transition__S07__a__S04__mediante_met_markAppraised,0.01,false
transition__S07__a__S05__mediante_met_markAppraised,0.01,false
transition__S07__a__S06__mediante_met_markAppraised,0.005,false
transition__S07__a__S07__mediante_met_markAppraised,0.002,false
transition__S07__a__S08__mediante_met_markAppraised,0.012,false
transition__S07__a__S09__mediante_met_markAppraised,0.007,false
transition__S07__a__S10__mediante_met_markAppraised,0.007,false
transition__S08__a__S01__mediante_met_markAppraised,0.006,false
transition__S08__a__S02__mediante_met_markAppraised,0.006,false
transition__S08__a__S03__mediante_met_markAppraised,0.008,false
transition__S08__a__S04__mediante_met_markAppraised,0.0,false
transition__S08__a__S05__mediante_met_markAppraised,0.01,false
transition__S08__a__S06__mediante_met_markAppraised,0.01,false
transition__S08__a__S07__mediante_met_markAppraised,0.0,false
transition__S08__a__S08__mediante_met_markAppraised,0.01,false
transition__S08__a__S09__mediante_met_markAppraised,0.01,false
transition__S08__a__S10__mediante_met_markAppraised,0.01,false
transition__S09__a__S01__mediante_met_markAppraised,0.0,false
transition__S09__a__S02__mediante_met_markAppraised,0.0,false
transition__S09__a__S03__mediante_met_markAppraised,0.009,false
transition__S09__a__S04__mediante_met_markAppraised,0.013,false
transition__S09__a__S05__mediante_met_markAppraised,0.006,false
transition__S09__a__S06__mediante_met_markAppraised,0.001,false
transition__S09__a__S07__mediante_met_markAppraised,0.015,false
transition__S09__a__S08__mediante_met_markAppraised,0.004,false
transition__S09__a__S09__mediante_met_markAppraised,0.011,false
transition__S09__a__S10__mediante_met_markAppraised,0.0,false
transition__S05__a__S01__mediante_met_markInspected,0.015,false
transition__S05__a__S02__mediante_met_markInspected,0.01,false
transition__S05__a__S03__mediante_met_markInspected,0.004,false
transition__S05__a__S04__mediante_met_markInspected,0.0,false
transition__S05__a__S05__mediante_met_markInspected,0.014,false
transition__S05__a__S06__mediante_met_markInspected,0.012,true
transition__S05__a__S07__mediante_met_markInspected,0.003,false
transition__S05__a__S08__mediante_met_markInspected,0.013,false
transition__S05__a__S09__mediante_met_markInspected,0.006,false
transition__S05__a__S10__mediante_met_markInspected,0.007,false
transition__S06__a__S01__mediante_met_markInspected,0.002,false
transition__S06__a__S02__mediante_met_markInspected,0.012,false
transition__S06__a__S03__mediante_met_markInspected,0.008,false
transition__S06__a__S04__mediante_met_markInspected,0.008,false
transition__S06__a__S05__mediante_met_markInspected,0.002,false
transition__S06__a__S06__mediante_met_markInspected,0.013,false
transition__S06__a__S07__mediante_met_markInspected,0.007,false
transition__S06__a__S08__mediante_met_markInspected,0.012,false
transition__S06__a__S09__mediante_met_markInspected,0.0,false
transition__S06__a__S10__mediante_met_markInspected,0.012,false
transition__S07__a__S01__mediante_met_markInspected,0.006,false
transition__S07__a__S02__mediante_met_markInspected,0.01,false
transition__S07__a__S03__mediante_met_markInspected,0.01,false
transition__S07__a__S04__mediante_met_markInspected,0.007,false
transition__S07__a__S05__mediante_met_markInspected,0.008,false
transition__S07__a__S06__mediante_met_markInspected,0.005,false
transition__S07__a__S07__mediante_met_markInspected,0.01,false
transition__S07__a__S08__mediante_met_markInspected,0.006,false
transition__S07__a__S09__mediante_met_markInspected,0.01,false
transition__S07__a__S10__mediante_met_markInspected,0.008,false
transition__S08__a__S01__mediante_met_markInspected,0.008,false
transition__S08__a__S02__mediante_met_markInspected,0.007,false
transition__S08__a__S03__mediante_met_markInspected,0.007,false
transition__S08__a__S04__mediante_met_markInspected,0.006,false
